WKT;Name;description;timestamp;begin;end;altitudeMode;tessellate;extrude;visibility;drawOrder;icon;osm_id;building;building:material;access:roof;addr:street;addr:housenumber;roof:material;Superficie;idDistricte;NomDistricte;idBarri;NomBarri
MULTIPOLYGON (((2.1199207 41.3760563,2.1199383 41.3760343,2.1199482 41.376022,2.1199711 41.3759935,2.1200032 41.3759541,2.1200097 41.3759459,2.1200703 41.3758705,2.1201022 41.3758314,2.1201214 41.3758078,2.120164 41.3758067,2.1202032 41.3758089,2.1202354 41.3758147,2.1202673 41.3758228,2.1202974 41.375834,2.1203158 41.3758424,2.1203391 41.375855,2.120365 41.375872,2.1203851 41.3758897,2.1203969 41.3759018,2.1204086 41.375916,2.1204186 41.3759307,2.1203778 41.3759798,2.1203611 41.3759999,2.1202061 41.3761903,2.1201794 41.3761781,2.1201419 41.3761602,2.1200851 41.3761335,2.1200665 41.3761248,2.1200513 41.3761176,2.1199694 41.3760791,2.1199676 41.3760783,2.1199207 41.3760563)));;;;;;;-1;0;-1;;;147682278;apartments;;;Carrer de Francesc Layret;;;1021;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1192856 41.3765429,2.11946 41.3763497,2.1194808 41.3763259,2.1196343 41.376398,2.1196079 41.3764297,2.1195739 41.3764704,2.1194359 41.3766355,2.1192856 41.3765429)));;;;;;;-1;0;-1;;;147682281;apartments;;;;;;471;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1194808 41.3763259,2.1196236 41.3761625,2.1196746 41.3761021,2.1197734 41.3761072,2.1198704 41.3761122,2.1198257 41.3761663,2.1197814 41.37622,2.1197402 41.3762698,2.1197006 41.3763177,2.1196343 41.376398,2.1194808 41.3763259)));;;;;;;-1;0;-1;;;147682282;apartments;;;;;;494;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209472 41.3763946,2.1211095 41.376231,2.121182 41.3762652,2.1210291 41.3764322,2.1209472 41.3763946)));;;;;;;-1;0;-1;;;147682283;apartments;;;;;;171;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1181591 41.3755064,2.1182879 41.375295,2.1185024 41.3753675,2.1184217 41.3755015,2.1181591 41.3755064)));;;;;;;-1;0;-1;;;147682875;apartments;;;;;;416;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1191955 41.3753823,2.119248 41.3753816,2.1192485 41.3754172,2.1192757 41.375416,2.1192756 41.3754527,2.1192743 41.3756576,2.119204 41.3756603,2.1191955 41.3753823)));;;;;;;-1;0;-1;;;147682876;apartments;;;;;;185;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1186366 41.3754883,2.118838 41.3754794,2.11884 41.3756666,2.1186366 41.3756714,2.1186366 41.3754883)));;;;;;;-1;0;-1;;;147682877;apartments;;;;;;348;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.120124 41.3754914,2.1201837 41.3754911,2.1201853 41.3756554,2.1201256 41.3756557,2.120124 41.3754914)));;;;;;;-1;0;-1;;;147682879;apartments;;;;;;91;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1185024 41.3753675,2.1185829 41.3753917,2.1185856 41.3754923,2.1185265 41.3754956,2.1185024 41.3753675)));;;;;;;-1;0;-1;;;147682881;apartments;;;;;;73;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1182503 41.3756754,2.118253 41.3755547,2.1184032 41.3755547,2.1183978 41.3756734,2.1182503 41.3756754)));;;;;;;-1;0;-1;;;147682883;apartments;;;;;;166;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1183978 41.3756734,2.1184032 41.3755547,2.118422 41.3755486,2.1184217 41.3755015,2.1185265 41.3754956,2.1185856 41.3754923,2.1185853 41.3756706,2.1183978 41.3756734)));;;;;;;-1;0;-1;;;147682884;apartments;;;;;;290;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1188377 41.3754581,2.1189611 41.3754561,2.1189689 41.3756646,2.11884 41.3756666,2.118838 41.3754794,2.1188377 41.3754581)));;;;;;;-1;0;-1;;;147682886;apartments;;;;;;244;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199562 41.3754411,2.1201857 41.3754379,2.1201837 41.3754911,2.120124 41.3754914,2.1199583 41.3754914,2.1199562 41.3754411)));;;;;;;-1;0;-1;;;147682889;apartments;;;;;;110;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1190748 41.3756361,2.1190753 41.3753858,2.1191955 41.3753823,2.119204 41.3756603,2.1190748 41.3756361)));Gratacels de l'Hospitalet;;;;;;-1;0;-1;;;147682890;apartments;;;Carretera de Collblanc;43-45;;306;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1195989 41.375471,2.1197814 41.375465,2.1197928 41.3755223,2.1197936 41.3756544,2.1196133 41.3756561,2.1195989 41.375471)));;;;;;;-1;0;-1;;;147682891;apartments;;;;;;323;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1188377 41.3754581,2.1188458 41.3753252,2.118962 41.3753204,2.1189611 41.3754561,2.1188377 41.3754581)));;;;;;;-1;0;-1;;;147682893;apartments;;;;;;149;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1198435 41.375448,2.119912 41.3754416,2.1199562 41.3754411,2.1199583 41.3754914,2.1199696 41.3756531,2.1198476 41.3756544,2.1198469 41.3755223,2.1198435 41.375448)));;;;;;;-1;0;-1;;;147682894;apartments;;;;;;227;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1197928 41.3755223,2.1198469 41.3755223,2.1198476 41.3756544,2.1197936 41.3756544,2.1197928 41.3755223)));;;;;;;-1;0;-1;;;147682895;apartments;;;;;;66;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1180787 41.3756513,2.1181591 41.3755064,2.1182637 41.3755205,2.118253 41.3755547,2.1182503 41.3756754,2.1181028 41.3756734,2.1180787 41.3756513)));;;;;;;-1;0;-1;;;147682896;apartments;;;;;;210;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199583 41.3754914,2.120124 41.3754914,2.1201256 41.3756557,2.1199696 41.3756531,2.1199583 41.3754914)));;;;;;;-1;0;-1;;;147682897;apartments;;;;;;244;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1204578 41.3767784,2.120592 41.3766255,2.1206795 41.3766764,2.1205463 41.3768239,2.1204578 41.3767784)));;;;;;;-1;0;-1;;;147711331;apartments;;;;;;183;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1208886 41.3771019,2.1210895 41.3768777,2.1211906 41.3769251,2.1209805 41.377149,2.1208886 41.3771019)));;;;;;;-1;0;-1;;;147711332;yes;;;;;;291;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1201223 41.37701,2.1202541 41.3768509,2.1203457 41.3768973,2.1202058 41.3770602,2.1201223 41.37701)));;;;;;;-1;0;-1;;;147711333;yes;;;;;;192;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1207266 41.3769093,2.1208548 41.3767623,2.1209963 41.3768306,2.1208628 41.3769795,2.1207266 41.3769093)));;;;;;;-1;0;-1;;;147711334;yes;;;;;;275;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1212631 41.376749,2.1213349 41.3766717,2.1213664 41.376639,2.121403 41.3766821,2.1213953 41.3768298,2.1212631 41.376749)));;;;;;;-1;0;-1;;;147711335;apartments;;;;;;133;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1202867 41.3771146,2.1204954 41.376875,2.1205894 41.3769192,2.1205737 41.3769355,2.120364 41.3771588,2.1202867 41.3771146)));;;;;;;-1;0;-1;;;147711336;yes;;;;;;279;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1203699 41.3767302,2.1205008 41.3765792,2.120592 41.3766255,2.1204578 41.3767784,2.1203699 41.3767302)));;;;;;;-1;0;-1;;;147711337;apartments;;;;;;185;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1211199 41.3771497,2.1212759 41.3769736,2.1213717 41.3770368,2.1212747 41.3772003,2.1212598 41.3772172,2.1211199 41.3771497)));;;;;;;-1;0;-1;;;147711338;yes;;;;;;280;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1199752 41.3769314,2.1201211 41.3767754,2.1202541 41.3768509,2.1201223 41.37701,2.1199752 41.3769314)));;;;;;;-1;0;-1;;;147711339;yes;;;;;;304;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1202058 41.3770602,2.1203457 41.3768973,2.1204093 41.3768312,2.1204954 41.376875,2.1202867 41.3771146,2.1202058 41.3770602)));;;;;;;-1;0;-1;;;147711340;yes;;;;;;281;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.119997 41.3766276,2.1201522 41.3764423,2.1202331 41.3764303,2.1205008 41.3765792,2.1203699 41.3767302,2.1202541 41.3766697,2.1201955 41.3767403,2.119997 41.3766276)));;;;;;;-1;0;-1;;;147711341;apartments;;;;;;840;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209943 41.3775312,2.1211472 41.3773641,2.1213113 41.3774668,2.1213242 41.3774426,2.1213081 41.3774325,2.1213167 41.3773944,2.1211853 41.3773179,2.121241 41.3772474,2.1213033 41.3772777,2.1213415 41.3772356,2.1214066 41.3772843,2.1213837 41.3774494,2.1213435 41.3776218,2.1213027 41.3776519,2.121241 41.3776579,2.1209943 41.3775312)));;;;;;;-1;0;-1;;;147711342;apartments;;;;;;854;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1207954 41.3770548,2.1208628 41.3769795,2.1209963 41.3768306,2.1210895 41.3768777,2.1208886 41.3771019,2.1207954 41.3770548)));;;;;;;-1;0;-1;;;147711343;yes;;;;;;282;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.120364 41.3771588,2.1205737 41.3769355,2.1206644 41.3769797,2.1206352 41.3770105,2.1204471 41.3772091,2.120364 41.3771588)));;;;;;;-1;0;-1;;;147711344;apartments;;;;;;276;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1204471 41.3772091,2.1206352 41.3770105,2.1207663 41.3770823,2.1205893 41.3772916,2.1204471 41.3772091)));;;;;;;-1;0;-1;;;147711345;yes;;;;;;390;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1212747 41.3772003,2.1213717 41.3770368,2.1214018 41.377051,2.1214066 41.3772843,2.1213415 41.3772356,2.1212747 41.3772003)));;;;;;;-1;0;-1;;;147711346;yes;;;;;;166;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1205737 41.3769355,2.1205894 41.3769192,2.1206367 41.3768698,2.1207699 41.3767223,2.1208548 41.3767623,2.1206644 41.3769797,2.1205737 41.3769355)));;;;;;;-1;0;-1;;;147711348;yes;;;;;;249;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1205893 41.3772916,2.1207663 41.3770823,2.1209117 41.3771569,2.1208706 41.3772048,2.1207287 41.3773701,2.1205893 41.3772916)));;;;;;;-1;0;-1;;;147711349;yes;;;;;;408;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1198468 41.3768107,2.119997 41.3766276,2.1201633 41.3767302,2.1201211 41.3767754,2.1199752 41.3769314,2.1198576 41.376861,2.1198468 41.3768107)));;;;;;;-1;0;-1;;;147711350;apartments;;;;;;463;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1209621 41.377181,2.1209805 41.377149,2.1211906 41.3769251,2.1212759 41.3769736,2.1211199 41.3771497,2.1210511 41.3772273,2.1209621 41.377181)));;;;;;;-1;0;-1;;;147711351;apartments;;;;;;318;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1205463 41.3768239,2.1206795 41.3766764,2.1207699 41.3767223,2.1206367 41.3768698,2.1205463 41.3768239)));;;;;;;-1;0;-1;;;147711352;apartments;;;;;;181;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1207287 41.3773701,2.1208706 41.3772048,2.1211472 41.3773641,2.1209943 41.3775312,2.1208521 41.3774527,2.1207287 41.3773701)));;;;;;;-1;0;-1;;;147711353;yes;;;;;;648;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1202692 41.3754933,2.1202763 41.3754925,2.1202993 41.3754671,2.1203138 41.3754509,2.1203312 41.3754316,2.1203489 41.3754411,2.120374 41.3754106,2.1204499 41.3754456,2.120487 41.3754627,2.1204287 41.3755358,2.1203487 41.3756361,2.1202748 41.3756365,2.1202692 41.3754933)));;;;;;;-1;0;-1;;;147858642;retail;;;Carretera de Collblanc;;;275;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1190067 41.3751546,2.1192598 41.3751504,2.1193341 41.3751492,2.1193379 41.3752754,2.1190104 41.3752809,2.1190067 41.3751546)));;;;;;;-1;0;-1;;;147858644;apartments;;;;;;384;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1211847 41.3754279,2.121249 41.3754259,2.1213272 41.3754242,2.1213314 41.3756045,2.1212559 41.3756074,2.1211867 41.3756065,2.1211847 41.3754279)));;;;;;;-1;0;-1;;;147858645;apartments;;;;;;241;DIS_2;Districte II;BAR_05;Collblanc
MULTIPOLYGON (((2.1203571 41.3754028,2.1203732 41.3753849,2.1203841 41.3753904,2.1204011 41.3753721,2.1203899 41.3753661,2.1204136 41.3753406,2.1204397 41.3753124,2.1204444 41.3753074,2.1204507 41.3753006,2.1205494 41.3753468,2.1205713 41.3753571,2.120487 41.3754627,2.1204499 41.3754456,2.120374 41.3754106,2.1203571 41.3754028)));;;;;;;-1;0;-1;;;147858646;yes;;;Carrer del Doctor Martí i Julià;;;167;DIS_2;Districte II;BAR_05;Collblanc
