AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2010;518;25-34;91;106;197;SEC_518
2010;407;00-02;17;28;45;SEC_407
2010;430;65-74;50;44;94;SEC_430
2010;508;00-02;10;8;18;SEC_508
2010;203;35-49;113;115;228;SEC_203
2010;310;00-02;14;14;28;SEC_310
2010;140;50-64;81;76;157;SEC_140
2010;307;12-15;14;15;29;SEC_307
2010;243;25-34;125;114;239;SEC_243
2010;115;03-11;41;51;92;SEC_115
2010;307;25-34;107;102;209;SEC_307
2010;205;35-49;116;114;230;SEC_205
2010;301;65-74;138;119;257;SEC_301
2010;319;12-15;23;26;49;SEC_319
2010;117;65-74;88;86;174;SEC_117
2010;211;25-34;137;142;279;SEC_211
2010;124;18-24;28;30;58;SEC_124
2010;117;12-15;34;35;69;SEC_117
2010;104;18-24;23;25;48;SEC_104
2010;325;65-74;110;90;200;SEC_325
2010;402;50-64;63;67;130;SEC_402
2010;613;25-34;85;93;178;SEC_613
2010;239;18-24;44;50;94;SEC_239
2010;303;35-49;159;200;359;SEC_303
2010;312;12-15;25;34;59;SEC_312
2010;405;18-24;23;30;53;SEC_405
2010;506;18-24;59;78;137;SEC_506
2010;124;00-02;12;8;20;SEC_124
2010;426;50-64;82;65;147;SEC_426
2010;414;25-34;89;107;196;SEC_414
2010;209;00-02;8;13;21;SEC_209
2010;114;18-24;39;37;76;SEC_114
2010;507;35-49;106;113;219;SEC_507
2010;223;75 i +;69;41;110;SEC_223
2010;623;12-15;24;22;46;SEC_623
2010;212;25-34;147;146;293;SEC_212
2010;609;65-74;67;74;141;SEC_609
2010;130;65-74;66;44;110;SEC_130
2010;611;25-34;140;140;280;SEC_611
2010;126;00-02;9;13;22;SEC_126
2010;116;12-15;28;21;49;SEC_116
2010;618;25-34;26;30;56;SEC_618
2010;526;18-24;26;37;63;SEC_526
2010;529;18-24;51;61;112;SEC_529
2010;305;03-11;69;54;123;SEC_305
2010;249;65-74;56;34;90;SEC_249
2010;424;00-02;9;14;23;SEC_424
2010;228;65-74;47;29;76;SEC_228
2010;513;03-11;30;27;57;SEC_513
2010;619;65-74;107;92;199;SEC_619
2010;224;35-49;83;97;180;SEC_224
2010;120;16-17;27;19;46;SEC_120
2010;526;12-15;8;18;26;SEC_526
2010;133;03-11;44;34;78;SEC_133
2010;412;50-64;177;149;326;SEC_412
2010;236;65-74;67;48;115;SEC_236
2010;538;12-15;19;25;44;SEC_538
2010;203;03-11;26;47;73;SEC_203
2010;524;00-02;25;28;53;SEC_524
2010;533;50-64;57;59;116;SEC_533
2010;122;65-74;76;60;136;SEC_122
2010;104;00-02;10;12;22;SEC_104
2010;438;03-11;30;34;64;SEC_438
2010;107;75 i +;94;47;141;SEC_107
2010;510;00-02;18;12;30;SEC_510
2010;318;25-34;60;50;110;SEC_318
2010;511;16-17;6;13;19;SEC_511
2010;125;25-34;117;155;272;SEC_125
2010;530;12-15;22;27;49;SEC_530
2010;504;65-74;94;83;177;SEC_504
2010;628;18-24;35;33;68;SEC_628
2010;442;12-15;17;18;35;SEC_442
2010;129;18-24;38;36;74;SEC_129
2010;137;00-02;28;25;53;SEC_137
2010;234;25-34;114;88;202;SEC_234
2010;503;00-02;8;10;18;SEC_503
2010;230;25-34;105;105;210;SEC_230
2010;436;50-64;44;62;106;SEC_436
2010;248;25-34;102;111;213;SEC_248
2010;607;12-15;17;16;33;SEC_607
2010;308;35-49;277;245;522;SEC_308
2010;128;25-34;97;102;199;SEC_128
2010;530;00-02;22;33;55;SEC_530
2010;316;12-15;27;36;63;SEC_316
2010;236;16-17;13;6;19;SEC_236
2010;429;50-64;63;64;127;SEC_429
2010;505;03-11;34;34;68;SEC_505
2010;235;16-17;13;7;20;SEC_235
2010;314;75 i +;85;46;131;SEC_314
2010;407;75 i +;87;55;142;SEC_407
2010;306;00-02;32;20;52;SEC_306
2010;517;18-24;63;68;131;SEC_517
2010;240;03-11;30;23;53;SEC_240
2010;538;50-64;105;86;191;SEC_538
2010;534;35-49;125;120;245;SEC_534
2010;402;12-15;15;9;24;SEC_402
2010;404;75 i +;83;48;131;SEC_404
2010;517;25-34;126;149;275;SEC_517
2010;510;35-49;117;152;269;SEC_510
2010;312;65-74;114;103;217;SEC_312
2010;247;12-15;18;26;44;SEC_247
2010;424;75 i +;26;30;56;SEC_424
2010;114;35-49;180;204;384;SEC_114
2010;324;00-02;22;16;38;SEC_324
2010;424;35-49;71;83;154;SEC_424
2010;415;18-24;46;45;91;SEC_415
2010;417;00-02;11;22;33;SEC_417
2010;301;18-24;70;86;156;SEC_301
2010;231;35-49;155;176;331;SEC_231
2010;512;16-17;9;4;13;SEC_512
2010;114;25-34;122;119;241;SEC_114
2010;249;50-64;88;76;164;SEC_249
2010;137;35-49;175;168;343;SEC_137
2010;601;03-11;44;48;92;SEC_601
2010;505;25-34;81;90;171;SEC_505
2010;306;25-34;141;158;299;SEC_306
2010;217;35-49;91;125;216;SEC_217
2010;219;50-64;92;79;171;SEC_219
2010;132;75 i +;90;70;160;SEC_132
2010;616;12-15;63;73;136;SEC_616
