AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2019;237;35-49;194;187;381;SEC_237
2019;430;50-64;111;95;206;SEC_430
2019;414;35-49;260;279;539;SEC_414
2019;122;00-02;17;12;29;SEC_122
2019;436;03-11;72;71;143;SEC_436
2019;537;35-49;168;156;324;SEC_537
2019;602;75 i +;102;99;201;SEC_602
2019;613;75 i +;124;101;225;SEC_613
2019;319;18-24;61;64;125;SEC_319
2019;508;50-64;141;143;284;SEC_508
2019;508;00-02;22;34;56;SEC_508
2019;119;18-24;26;31;57;SEC_119
2019;204;00-02;24;23;47;SEC_204
2019;318;03-11;24;31;55;SEC_318
2019;312;12-15;24;33;57;SEC_312
2019;324;00-02;18;9;27;SEC_324
2019;437;50-64;159;143;302;SEC_437
2019;221;00-02;34;33;67;SEC_221
2019;249;03-11;44;47;91;SEC_249
2019;625;16-17;15;8;23;SEC_625
2019;305;65-74;110;97;207;SEC_305
2019;505;00-02;10;10;20;SEC_505
2019;201;65-74;51;33;84;SEC_201
2019;104;12-15;15;16;31;SEC_104
2019;109;03-11;48;41;89;SEC_109
2019;630;75 i +;49;35;84;SEC_630
2019;116;50-64;148;125;273;SEC_116
2019;304;75 i +;89;48;137;SEC_304
2019;135;03-11;51;62;113;SEC_135
2019;538;03-11;57;48;105;SEC_538
2019;238;50-64;85;75;160;SEC_238
2019;246;65-74;35;31;66;SEC_246
2019;407;00-02;12;19;31;SEC_407
2019;303;18-24;51;66;117;SEC_303
2019;431;65-74;61;54;115;SEC_431
2019;328;35-49;297;282;579;SEC_328
2019;412;75 i +;134;95;229;SEC_412
2019;435;12-15;17;35;52;SEC_435
2019;535;50-64;102;94;196;SEC_535
2019;113;50-64;180;147;327;SEC_113
2019;224;00-02;18;19;37;SEC_224
2019;233;25-34;95;106;201;SEC_233
2019;402;16-17;9;8;17;SEC_402
2019;110;75 i +;90;69;159;SEC_110
2019;132;16-17;21;9;30;SEC_132
2019;208;65-74;122;88;210;SEC_208
2019;120;16-17;12;17;29;SEC_120
2019;433;35-49;229;229;458;SEC_433
2019;108;25-34;116;101;217;SEC_108
2019;128;16-17;10;8;18;SEC_128
2019;107;75 i +;117;76;193;SEC_107
2019;116;18-24;65;57;122;SEC_116
2019;106;12-15;23;25;48;SEC_106
2019;411;16-17;9;11;20;SEC_411
2019;221;16-17;20;24;44;SEC_221
2019;324;18-24;45;49;94;SEC_324
2019;621;03-11;48;53;101;SEC_621
2019;425;18-24;52;52;104;SEC_425
2019;611;16-17;20;14;34;SEC_611
2019;534;75 i +;71;54;125;SEC_534
2019;231;00-02;28;27;55;SEC_231
2019;518;75 i +;93;49;142;SEC_518
2019;248;00-02;17;16;33;SEC_248
2019;418;16-17;13;16;29;SEC_418
2019;233;18-24;38;57;95;SEC_233
2019;249;18-24;56;45;101;SEC_249
2019;423;50-64;112;74;186;SEC_423
2019;116;03-11;56;54;110;SEC_116
2019;414;03-11;100;92;192;SEC_414
2019;404;25-34;107;92;199;SEC_404
2019;114;00-02;13;17;30;SEC_114
2019;130;25-34;67;64;131;SEC_130
2019;107;65-74;102;77;179;SEC_107
2019;216;16-17;14;19;33;SEC_216
2019;208;75 i +;228;123;351;SEC_208
2019;535;16-17;9;14;23;SEC_535
2019;242;00-02;15;19;34;SEC_242
2019;511;50-64;218;188;406;SEC_511
2019;131;65-74;123;113;236;SEC_131
2019;623;65-74;125;97;222;SEC_623
2019;631;50-64;75;77;152;SEC_631
2019;214;03-11;116;118;234;SEC_214
2019;131;75 i +;84;57;141;SEC_131
2019;204;16-17;20;11;31;SEC_204
2019;328;16-17;50;11;61;SEC_328
2019;427;03-11;79;102;181;SEC_427
2019;537;75 i +;92;62;154;SEC_537
2019;220;16-17;19;16;35;SEC_220
2019;102;00-02;20;14;34;SEC_102
2019;208;18-24;54;63;117;SEC_208
2019;626;65-74;66;52;118;SEC_626
2019;128;12-15;19;22;41;SEC_128
2019;426;16-17;6;12;18;SEC_426
2019;432;00-02;23;18;41;SEC_432
2019;117;75 i +;107;73;180;SEC_117
2019;202;65-74;61;49;110;SEC_202
2019;124;18-24;22;19;41;SEC_124
2019;514;35-49;194;193;387;SEC_514
2019;613;18-24;32;43;75;SEC_613
2019;308;35-49;228;212;440;SEC_308
2019;102;35-49;144;167;311;SEC_102
2019;213;65-74;51;36;87;SEC_213
2019;223;65-74;53;31;84;SEC_223
2019;601;25-34;114;135;249;SEC_601
2019;217;50-64;136;146;282;SEC_217
2019;243;25-34;147;144;291;SEC_243
2019;216;65-74;81;56;137;SEC_216
2019;108;16-17;15;7;22;SEC_108
2019;133;12-15;17;20;37;SEC_133
2019;228;16-17;19;36;55;SEC_228
2019;322;75 i +;79;42;121;SEC_322
2019;506;65-74;184;119;303;SEC_506
2019;310;75 i +;47;25;72;SEC_310
2019;631;18-24;31;31;62;SEC_631
2019;135;25-34;104;102;206;SEC_135
2019;233;00-02;14;15;29;SEC_233
2019;307;16-17;6;9;15;SEC_307
2019;121;00-02;5;18;23;SEC_121
2019;223;75 i +;65;46;111;SEC_223
2019;321;75 i +;135;95;230;SEC_321
2019;119;03-11;44;38;82;SEC_119
2019;303;12-15;30;33;63;SEC_303
2019;432;65-74;95;82;177;SEC_432
2019;112;35-49;214;209;423;SEC_112
2019;320;50-64;25;35;60;SEC_320
2019;418;00-02;15;21;36;SEC_418
2019;212;50-64;115;116;231;SEC_212
2019;528;18-24;54;51;105;SEC_528
2019;401;18-24;55;60;115;SEC_401
2019;317;18-24;53;58;111;SEC_317
2019;440;16-17;11;11;22;SEC_440
2019;524;18-24;59;74;133;SEC_524
2019;505;75 i +;118;111;229;SEC_505
2019;214;65-74;74;51;125;SEC_214
2019;243;65-74;52;50;102;SEC_243
2019;132;03-11;92;77;169;SEC_132
2019;315;00-02;23;25;48;SEC_315
2019;316;12-15;27;28;55;SEC_316
2019;405;50-64;164;160;324;SEC_405
2019;601;18-24;59;69;128;SEC_601
2019;404;75 i +;88;57;145;SEC_404
2019;105;25-34;71;85;156;SEC_105
2019;435;35-49;134;173;307;SEC_435
2019;605;35-49;185;180;365;SEC_605
2019;524;00-02;30;24;54;SEC_524
2019;216;18-24;52;50;102;SEC_216
2019;119;50-64;126;86;212;SEC_119
2019;103;35-49;101;108;209;SEC_103
2019;419;16-17;21;25;46;SEC_419
2019;602;03-11;57;67;124;SEC_602
2019;325;00-02;16;18;34;SEC_325
2019;242;35-49;148;156;304;SEC_242
2019;134;65-74;67;62;129;SEC_134
2019;233;35-49;139;136;275;SEC_233
2019;238;00-02;16;18;34;SEC_238
2019;313;35-49;224;224;448;SEC_313
2019;316;16-17;12;14;26;SEC_316
2019;301;50-64;138;102;240;SEC_301
2019;315;18-24;55;68;123;SEC_315
2019;532;12-15;24;30;54;SEC_532
2019;103;50-64;81;73;154;SEC_103
2019;124;65-74;51;31;82;SEC_124
2019;538;50-64;132;114;246;SEC_538
2019;613;65-74;93;35;128;SEC_613
2019;622;35-49;98;95;193;SEC_622
2019;411;75 i +;101;71;172;SEC_411
2019;315;25-34;132;129;261;SEC_315
2019;407;65-74;47;26;73;SEC_407
2019;101;25-34;107;97;204;SEC_101
2019;609;50-64;65;65;130;SEC_609
2019;140;16-17;11;16;27;SEC_140
2019;202;50-64;163;154;317;SEC_202
2019;326;25-34;95;73;168;SEC_326
2019;127;03-11;29;28;57;SEC_127
2019;204;12-15;27;25;52;SEC_204
2019;525;65-74;39;38;77;SEC_525
2019;321;12-15;36;37;73;SEC_321
2019;125;25-34;85;87;172;SEC_125
2019;303;75 i +;155;117;272;SEC_303
2019;249;65-74;40;32;72;SEC_249
2019;327;50-64;150;129;279;SEC_327
2019;309;00-02;19;15;34;SEC_309
2019;426;50-64;105;96;201;SEC_426
2019;125;12-15;45;30;75;SEC_125
2019;106;25-34;86;102;188;SEC_106
2019;423;75 i +;75;58;133;SEC_423
2019;612;00-02;6;10;16;SEC_612
2019;310;16-17;11;8;19;SEC_310
2019;618;75 i +;103;90;193;SEC_618
2019;525;12-15;26;13;39;SEC_525
2019;533;50-64;182;162;344;SEC_533
2019;627;16-17;7;7;14;SEC_627
2019;247;18-24;49;43;92;SEC_247
2019;631;65-74;108;63;171;SEC_631
2019;407;25-34;76;77;153;SEC_407
2019;521;00-02;12;8;20;SEC_521
2019;310;65-74;50;59;109;SEC_310
2019;217;35-49;193;224;417;SEC_217
2019;114;12-15;26;26;52;SEC_114
2019;324;12-15;21;23;44;SEC_324
2019;237;18-24;55;65;120;SEC_237
2019;214;50-64;212;214;426;SEC_214
2019;506;50-64;161;154;315;SEC_506
2019;106;16-17;22;14;36;SEC_106
2019;416;25-34;121;111;232;SEC_416
2019;127;16-17;7;10;17;SEC_127
2019;431;16-17;16;29;45;SEC_431
2019;520;18-24;37;40;77;SEC_520
2019;411;25-34;72;64;136;SEC_411
2019;621;75 i +;78;66;144;SEC_621
2019;412;12-15;26;34;60;SEC_412
2019;411;18-24;38;51;89;SEC_411
2019;533;16-17;14;11;25;SEC_533
2019;102;75 i +;138;112;250;SEC_102
2019;508;16-17;15;12;27;SEC_508
2019;221;50-64;202;179;381;SEC_221
2019;116;65-74;122;84;206;SEC_116
2019;531;65-74;41;28;69;SEC_531
2019;234;65-74;35;23;58;SEC_234
2019;249;50-64;107;99;206;SEC_249
2019;403;35-49;148;147;295;SEC_403
2019;139;75 i +;48;38;86;SEC_139
2019;537;12-15;26;19;45;SEC_537
2019;421;00-02;12;12;24;SEC_421
2019;246;03-11;68;56;124;SEC_246
2019;618;18-24;38;62;100;SEC_618
2019;530;16-17;12;17;29;SEC_530
2019;138;16-17;6;4;10;SEC_138
2019;619;25-34;53;68;121;SEC_619
2019;528;16-17;15;16;31;SEC_528
2019;523;25-34;111;114;225;SEC_523
2019;523;50-64;132;128;260;SEC_523
2019;526;12-15;32;47;79;SEC_526
2019;411;12-15;16;18;34;SEC_411
2019;127;25-34;48;52;100;SEC_127
2019;520;65-74;53;35;88;SEC_520
2019;201;75 i +;63;46;109;SEC_201
2019;201;16-17;11;14;25;SEC_201
2019;109;16-17;12;2;14;SEC_109
2019;107;16-17;12;19;31;SEC_107
2019;209;16-17;11;11;22;SEC_209
2019;433;75 i +;68;40;108;SEC_433
2019;130;75 i +;97;56;153;SEC_130
2019;325;75 i +;197;112;309;SEC_325
2019;520;50-64;83;72;155;SEC_520
2019;612;12-15;25;16;41;SEC_612
2019;606;00-02;7;22;29;SEC_606
2019;514;50-64;140;124;264;SEC_514
2019;112;12-15;34;28;62;SEC_112
2019;402;00-02;17;16;33;SEC_402
2019;223;03-11;58;55;113;SEC_223
2019;132;12-15;37;33;70;SEC_132
2019;508;18-24;71;58;129;SEC_508
2019;308;16-17;16;28;44;SEC_308
2019;112;65-74;101;106;207;SEC_112
2019;134;75 i +;108;48;156;SEC_134
2019;401;00-02;16;13;29;SEC_401
2019;615;03-11;35;30;65;SEC_615
2019;418;12-15;40;33;73;SEC_418
2019;131;50-64;126;115;241;SEC_131
2019;523;12-15;22;29;51;SEC_523
2019;626;12-15;15;12;27;SEC_626
2019;321;18-24;82;77;159;SEC_321
2019;615;12-15;13;12;25;SEC_615
2019;426;75 i +;40;22;62;SEC_426
2019;624;35-49;99;125;224;SEC_624
2019;525;18-24;38;27;65;SEC_525
2019;322;12-15;33;26;59;SEC_322
2019;615;35-49;100;99;199;SEC_615
2019;430;25-34;96;99;195;SEC_430
2019;622;75 i +;41;28;69;SEC_622
2019;320;16-17;25;19;44;SEC_320
2019;301;35-49;169;167;336;SEC_301
2019;630;18-24;26;30;56;SEC_630
2019;323;65-74;133;131;264;SEC_323
2019;523;18-24;50;58;108;SEC_523
2019;108;12-15;26;22;48;SEC_108
2019;416;35-49;186;168;354;SEC_416
2019;131;35-49;154;161;315;SEC_131
2019;611;12-15;33;56;89;SEC_611
2019;525;00-02;13;14;27;SEC_525
2019;133;75 i +;65;32;97;SEC_133
2019;533;75 i +;134;67;201;SEC_533
2019;136;25-34;71;72;143;SEC_136
2019;401;75 i +;93;56;149;SEC_401
2019;114;75 i +;121;90;211;SEC_114
2019;420;16-17;22;26;48;SEC_420
2019;617;16-17;10;12;22;SEC_617
2019;246;35-49;174;201;375;SEC_246
2019;105;00-02;16;15;31;SEC_105
2019;511;35-49;294;310;604;SEC_511
2019;402;25-34;86;69;155;SEC_402
