AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2013;310;00-02;17;11;28;SEC_310
2013;109;00-02;14;20;34;SEC_109
2013;106;12-15;21;21;42;SEC_106
2013;204;75 i +;114;56;170;SEC_204
2013;127;35-49;101;100;201;SEC_127
2013;119;65-74;101;97;198;SEC_119
2013;129;12-15;13;28;41;SEC_129
2013;231;35-49;157;185;342;SEC_231
2013;407;00-02;14;15;29;SEC_407
2013;316;00-02;21;19;40;SEC_316
2013;105;00-02;17;22;39;SEC_105
2013;618;00-02;15;7;22;SEC_618
2013;420;18-24;84;69;153;SEC_420
2013;421;50-64;80;73;153;SEC_421
2013;217;18-24;68;58;126;SEC_217
2013;626;75 i +;65;46;111;SEC_626
2013;108;03-11;60;56;116;SEC_108
2013;209;16-17;5;8;13;SEC_209
2013;201;03-11;53;62;115;SEC_201
2013;619;12-15;21;15;36;SEC_619
2013;615;00-02;12;12;24;SEC_615
2013;537;75 i +;82;55;137;SEC_537
2013;116;03-11;59;58;117;SEC_116
2013;113;65-74;73;80;153;SEC_113
2013;236;18-24;46;38;84;SEC_236
2013;609;03-11;38;31;69;SEC_609
2013;530;75 i +;95;67;162;SEC_530
2013;304;12-15;66;36;102;SEC_304
2013;216;18-24;52;43;95;SEC_216
2013;109;65-74;55;53;108;SEC_109
2013;320;35-49;213;221;434;SEC_320
2013;240;16-17;18;13;31;SEC_240
2013;213;00-02;11;12;23;SEC_213
2013;623;75 i +;60;45;105;SEC_623
2013;214;16-17;26;21;47;SEC_214
2013;315;65-74;62;62;124;SEC_315
2013;613;03-11;44;53;97;SEC_613
2013;521;00-02;15;10;25;SEC_521
2013;322;18-24;44;42;86;SEC_322
2013;132;35-49;226;260;486;SEC_132
2013;423;65-74;52;41;93;SEC_423
2013;116;65-74;112;99;211;SEC_116
2013;531;16-17;9;9;18;SEC_531
2013;323;03-11;86;89;175;SEC_323
2013;511;65-74;113;88;201;SEC_511
2013;122;50-64;55;44;99;SEC_122
2013;223;03-11;49;57;106;SEC_223
2013;120;75 i +;68;40;108;SEC_120
2013;533;65-74;105;63;168;SEC_533
2013;504;25-34;68;60;128;SEC_504
2013;205;65-74;50;36;86;SEC_205
2013;220;35-49;240;237;477;SEC_220
2013;240;75 i +;125;75;200;SEC_240
2013;130;65-74;60;33;93;SEC_130
2013;115;50-64;128;114;242;SEC_115
2013;626;16-17;11;12;23;SEC_626
2013;436;65-74;65;55;120;SEC_436
2013;627;00-02;5;18;23;SEC_627
2013;311;25-34;112;121;233;SEC_311
2013;514;12-15;33;35;68;SEC_514
2013;530;65-74;61;58;119;SEC_530
2013;507;35-49;97;117;214;SEC_507
2013;135;50-64;159;137;296;SEC_135
2013;520;50-64;85;55;140;SEC_520
2013;437;00-02;22;20;42;SEC_437
2013;112;25-34;108;86;194;SEC_112
2013;216;00-02;15;12;27;SEC_216
2013;430;50-64;65;79;144;SEC_430
2013;421;25-34;83;81;164;SEC_421
2013;126;12-15;21;18;39;SEC_126
2013;318;25-34;49;50;99;SEC_318
2013;406;03-11;52;61;113;SEC_406
2013;432;18-24;31;40;71;SEC_432
2013;228;65-74;119;71;190;SEC_228
2013;313;12-15;42;37;79;SEC_313
2013;237;03-11;69;64;133;SEC_237
2013;140;03-11;33;42;75;SEC_140
2013;202;18-24;51;65;116;SEC_202
2013;518;50-64;77;75;152;SEC_518
2013;624;18-24;28;33;61;SEC_624
2013;134;50-64;126;117;243;SEC_134
2013;403;50-64;109;94;203;SEC_403
2013;311;35-49;170;207;377;SEC_311
2013;234;12-15;11;10;21;SEC_234
2013;140;75 i +;60;42;102;SEC_140
2013;105;03-11;58;63;121;SEC_105
2013;507;18-24;23;35;58;SEC_507
2013;133;50-64;89;66;155;SEC_133
2013;217;00-02;24;14;38;SEC_217
2013;120;65-74;81;63;144;SEC_120
2013;612;35-49;117;146;263;SEC_612
2013;228;75 i +;134;88;222;SEC_228
2013;240;50-64;146;123;269;SEC_240
2013;625;75 i +;59;38;97;SEC_625
2013;528;65-74;66;54;120;SEC_528
2013;249;65-74;51;42;93;SEC_249
2013;602;00-02;19;17;36;SEC_602
2013;316;16-17;15;21;36;SEC_316
2013;234;50-64;83;71;154;SEC_234
2013;220;18-24;78;64;142;SEC_220
2013;231;18-24;41;44;85;SEC_231
2013;616;00-02;31;32;63;SEC_616
2013;112;16-17;11;18;29;SEC_112
2013;134;16-17;13;9;22;SEC_134
2013;525;03-11;46;56;102;SEC_525
2013;437;18-24;51;73;124;SEC_437
2013;420;35-49;222;268;490;SEC_420
2013;610;25-34;55;59;114;SEC_610
2013;113;25-34;129;127;256;SEC_113
2013;529;03-11;73;44;117;SEC_529
2013;207;65-74;77;56;133;SEC_207
2013;614;16-17;7;7;14;SEC_614
2013;111;75 i +;61;41;102;SEC_111
2013;416;16-17;9;17;26;SEC_416
2013;139;65-74;46;45;91;SEC_139
2013;119;35-49;134;136;270;SEC_119
2013;612;75 i +;63;46;109;SEC_612
2013;414;75 i +;87;65;152;SEC_414
2013;303;03-11;56;52;108;SEC_303
2013;310;25-34;77;67;144;SEC_310
2013;301;50-64;196;194;390;SEC_301
2013;248;75 i +;72;50;122;SEC_248
2013;309;75 i +;38;18;56;SEC_309
2013;326;50-64;28;35;63;SEC_326
2013;322;35-49;195;183;378;SEC_322
2013;303;50-64;107;105;212;SEC_303
2013;307;00-02;16;13;29;SEC_307
2013;626;25-34;54;47;101;SEC_626
2013;302;18-24;35;43;78;SEC_302
2013;213;12-15;5;25;30;SEC_213
2013;324;03-11;64;48;112;SEC_324
2013;326;16-17;5;2;7;SEC_326
2013;435;03-11;65;57;122;SEC_435
2013;503;25-34;42;51;93;SEC_503
2013;301;35-49;379;401;780;SEC_301
2013;534;50-64;81;72;153;SEC_534
2013;119;00-02;20;14;34;SEC_119
2013;205;03-11;35;39;74;SEC_205
2013;220;00-02;31;31;62;SEC_220
2013;524;75 i +;73;47;120;SEC_524
2013;245;65-74;47;24;71;SEC_245
2013;323;12-15;46;34;80;SEC_323
2013;503;75 i +;43;20;63;SEC_503
2013;617;35-49;115;132;247;SEC_617
2013;529;12-15;21;32;53;SEC_529
2013;301;75 i +;138;96;234;SEC_301
2013;505;35-49;135;130;265;SEC_505
2013;112;50-64;166;159;325;SEC_112
2013;606;12-15;18;30;48;SEC_606
2013;317;16-17;14;14;28;SEC_317
2013;106;65-74;80;103;183;SEC_106
2013;626;03-11;32;39;71;SEC_626
2013;421;35-49;161;161;322;SEC_421
2013;518;12-15;18;21;39;SEC_518
2013;425;12-15;12;16;28;SEC_425
2013;110;50-64;130;107;237;SEC_110
2013;609;16-17;7;6;13;SEC_609
2013;618;65-74;103;84;187;SEC_618
2013;236;12-15;15;12;27;SEC_236
