AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2016;611;12-15;42;29;71;SEC_611
2016;531;12-15;19;14;33;SEC_531
2016;410;35-49;171;161;332;SEC_410
2016;313;03-11;78;81;159;SEC_313
2016;106;50-64;225;165;390;SEC_106
2016;422;25-34;89;89;178;SEC_422
2016;301;35-49;417;420;837;SEC_301
2016;406;25-34;92;89;181;SEC_406
2016;239;18-24;36;35;71;SEC_239
2016;212;18-24;54;52;106;SEC_212
2016;217;75 i +;64;41;105;SEC_217
2016;303;25-34;105;93;198;SEC_303
2016;401;65-74;46;40;86;SEC_401
2016;503;75 i +;41;20;61;SEC_503
2016;537;12-15;25;10;35;SEC_537
2016;441;75 i +;114;71;185;SEC_441
2016;108;50-64;145;132;277;SEC_108
2016;121;50-64;73;85;158;SEC_121
2016;208;00-02;8;23;31;SEC_208
2016;320;18-24;5;3;8;SEC_320
2016;321;00-02;21;33;54;SEC_321
2016;110;65-74;115;94;209;SEC_110
2016;404;00-02;16;15;31;SEC_404
2016;133;12-15;11;13;24;SEC_133
2016;532;16-17;14;13;27;SEC_532
2016;404;12-15;21;19;40;SEC_404
2016;427;50-64;148;127;275;SEC_427
2016;316;35-49;162;160;322;SEC_316
2016;510;00-02;20;12;32;SEC_510
2016;323;03-11;71;93;164;SEC_323
2016;616;25-34;100;125;225;SEC_616
2016;312;25-34;164;155;319;SEC_312
2016;312;18-24;77;51;128;SEC_312
2016;301;03-11;153;165;318;SEC_301
2016;138;35-49;83;66;149;SEC_138
2016;111;03-11;33;27;60;SEC_111
2016;435;25-34;93;87;180;SEC_435
2016;525;00-02;15;24;39;SEC_525
2016;308;25-34;102;99;201;SEC_308
2016;528;50-64;105;80;185;SEC_528
2016;209;50-64;102;91;193;SEC_209
2016;523;03-11;57;51;108;SEC_523
2016;504;35-49;127;128;255;SEC_504
2016;409;12-15;25;28;53;SEC_409
2016;533;03-11;91;89;180;SEC_533
2016;321;25-34;129;128;257;SEC_321
2016;613;00-02;12;12;24;SEC_613
2016;307;75 i +;91;65;156;SEC_307
2016;319;50-64;145;136;281;SEC_319
2016;321;65-74;167;150;317;SEC_321
2016;309;25-34;88;82;170;SEC_309
2016;627;50-64;115;78;193;SEC_627
2016;318;16-17;8;6;14;SEC_318
2016;204;25-34;133;117;250;SEC_204
2016;313;75 i +;96;69;165;SEC_313
2016;505;35-49;135;128;263;SEC_505
2016;403;12-15;21;9;30;SEC_403
2016;107;50-64;161;125;286;SEC_107
2016;617;12-15;14;20;34;SEC_617
2016;511;03-11;84;104;188;SEC_511
2016;310;18-24;25;29;54;SEC_310
2016;106;18-24;41;45;86;SEC_106
2016;242;18-24;50;30;80;SEC_242
2016;116;03-11;60;46;106;SEC_116
2016;106;75 i +;69;40;109;SEC_106
2016;426;18-24;48;39;87;SEC_426
2016;621;18-24;52;41;93;SEC_621
2016;136;12-15;21;23;44;SEC_136
2016;112;03-11;65;66;131;SEC_112
2016;505;16-17;5;4;9;SEC_505
2016;315;18-24;54;63;117;SEC_315
2016;321;03-11;65;71;136;SEC_321
2016;118;65-74;131;133;264;SEC_118
2016;137;18-24;49;49;98;SEC_137
2016;625;03-11;32;36;68;SEC_625
2016;103;16-17;6;11;17;SEC_103
2016;110;25-34;55;60;115;SEC_110
2016;416;25-34;119;101;220;SEC_416
2016;525;65-74;41;34;75;SEC_525
2016;119;25-34;70;62;132;SEC_119
2016;126;65-74;93;74;167;SEC_126
2016;436;50-64;144;136;280;SEC_436
2016;204;50-64;141;136;277;SEC_204
2016;240;35-49;215;203;418;SEC_240
2016;510;65-74;63;46;109;SEC_510
2016;523;18-24;46;54;100;SEC_523
2016;102;35-49;165;172;337;SEC_102
2016;615;50-64;47;46;93;SEC_615
2016;609;65-74;85;65;150;SEC_609
2016;514;12-15;25;26;51;SEC_514
2016;136;16-17;11;10;21;SEC_136
2016;617;25-34;51;52;103;SEC_617
2016;440;65-74;74;58;132;SEC_440
2016;425;03-11;42;45;87;SEC_425
2016;501;35-49;105;123;228;SEC_501
2016;632;50-64;74;66;140;SEC_632
2016;314;18-24;60;88;148;SEC_314
2016;501;25-34;39;42;81;SEC_501
2016;630;03-11;21;32;53;SEC_630
2016;326;18-24;19;21;40;SEC_326
2016;407;03-11;49;41;90;SEC_407
2016;248;18-24;37;49;86;SEC_248
2016;508;65-74;55;40;95;SEC_508
2016;535;12-15;10;20;30;SEC_535
2016;529;75 i +;96;56;152;SEC_529
2016;621;65-74;136;135;271;SEC_621
2016;223;50-64;112;105;217;SEC_223
2016;433;00-02;27;37;64;SEC_433
2016;248;03-11;54;64;118;SEC_248
2016;619;18-24;33;42;75;SEC_619
2016;601;18-24;59;55;114;SEC_601
2016;440;25-34;66;70;136;SEC_440
2016;514;03-11;57;72;129;SEC_514
2016;231;12-15;21;31;52;SEC_231
2016;431;75 i +;94;38;132;SEC_431
2016;107;00-02;25;12;37;SEC_107
2016;202;16-17;19;19;38;SEC_202
2016;514;50-64;129;109;238;SEC_514
2016;116;00-02;17;13;30;SEC_116
2016;236;18-24;48;40;88;SEC_236
