AnyPadro;Seccio;GrupEdat;Dones;Homes;Total;IdSeccio
2014;406;75 i +;79;63;142;SEC_406
2014;211;75 i +;82;35;117;SEC_211
2014;306;35-49;195;194;389;SEC_306
2014;127;00-02;20;8;28;SEC_127
2014;210;18-24;27;25;52;SEC_210
2014;238;50-64;66;63;129;SEC_238
2014;409;16-17;12;18;30;SEC_409
2014;507;03-11;38;39;77;SEC_507
2014;319;03-11;95;112;207;SEC_319
2014;533;25-34;142;148;290;SEC_533
2014;323;25-34;99;116;215;SEC_323
2014;409;35-49;216;232;448;SEC_409
2014;612;18-24;26;36;62;SEC_612
2014;312;75 i +;85;50;135;SEC_312
2014;205;18-24;30;43;73;SEC_205
2014;110;35-49;118;112;230;SEC_110
2014;115;75 i +;71;38;109;SEC_115
2014;616;00-02;27;36;63;SEC_616
2014;510;65-74;68;52;120;SEC_510
2014;530;18-24;60;65;125;SEC_530
2014;621;12-15;18;28;46;SEC_621
2014;107;35-49;204;214;418;SEC_107
2014;411;18-24;32;28;60;SEC_411
2014;301;50-64;212;194;406;SEC_301
2014;420;25-34;142;149;291;SEC_420
2014;312;16-17;13;13;26;SEC_312
2014;245;12-15;26;17;43;SEC_245
2014;506;65-74;161;156;317;SEC_506
2014;103;18-24;20;16;36;SEC_103
2014;616;65-74;107;97;204;SEC_616
2014;121;18-24;35;35;70;SEC_121
2014;416;75 i +;89;54;143;SEC_416
2014;111;03-11;33;33;66;SEC_111
2014;405;75 i +;131;99;230;SEC_405
2014;615;75 i +;50;43;93;SEC_615
2014;514;35-49;166;181;347;SEC_514
2014;407;25-34;67;72;139;SEC_407
2014;205;12-15;16;18;34;SEC_205
2014;317;50-64;80;75;155;SEC_317
2014;140;18-24;27;33;60;SEC_140
2014;503;12-15;9;8;17;SEC_503
2014;121;75 i +;78;43;121;SEC_121
2014;526;65-74;76;56;132;SEC_526
2014;404;03-11;80;62;142;SEC_404
2014;115;12-15;16;29;45;SEC_115
2014;525;25-34;78;56;134;SEC_525
2014;121;50-64;55;73;128;SEC_121
2014;403;12-15;19;15;34;SEC_403
2014;534;75 i +;68;49;117;SEC_534
2014;511;12-15;34;37;71;SEC_511
2014;104;16-17;10;8;18;SEC_104
2014;407;18-24;36;34;70;SEC_407
2014;619;65-74;91;74;165;SEC_619
2014;123;16-17;9;16;25;SEC_123
2014;501;12-15;28;23;51;SEC_501
2014;301;25-34;162;166;328;SEC_301
2014;307;18-24;29;39;68;SEC_307
2014;126;65-74;87;82;169;SEC_126
2014;514;65-74;58;34;92;SEC_514
2014;441;00-02;22;21;43;SEC_441
2014;523;00-02;22;16;38;SEC_523
2014;216;50-64;120;100;220;SEC_216
2014;321;25-34;145;135;280;SEC_321
2014;208;16-17;9;12;21;SEC_208
2014;422;12-15;19;20;39;SEC_422
2014;506;03-11;48;70;118;SEC_506
2014;508;75 i +;71;41;112;SEC_508
2014;116;65-74;128;100;228;SEC_116
2014;119;16-17;12;9;21;SEC_119
2014;422;18-24;50;40;90;SEC_422
2014;614;16-17;3;9;12;SEC_614
2014;210;75 i +;96;41;137;SEC_210
2014;110;03-11;45;37;82;SEC_110
2014;433;00-02;40;25;65;SEC_433
2014;323;75 i +;62;22;84;SEC_323
2014;609;18-24;22;28;50;SEC_609
2014;421;00-02;16;20;36;SEC_421
2014;310;65-74;48;48;96;SEC_310
2014;320;18-24;6;2;8;SEC_320
2014;324;65-74;52;44;96;SEC_324
2014;419;65-74;93;61;154;SEC_419
2014;632;75 i +;57;39;96;SEC_632
2014;533;16-17;15;8;23;SEC_533
2014;223;65-74;58;38;96;SEC_223
2014;410;16-17;14;18;32;SEC_410
2014;436;25-34;103;108;211;SEC_436
2014;316;25-34;179;218;397;SEC_316
2014;102;35-49;164;171;335;SEC_102
2014;127;75 i +;45;29;74;SEC_127
2014;535;12-15;4;22;26;SEC_535
2014;315;03-11;82;89;171;SEC_315
2014;425;12-15;15;25;40;SEC_425
2014;607;35-49;100;124;224;SEC_607
2014;534;00-02;5;11;16;SEC_534
2014;221;03-11;86;80;166;SEC_221
2014;224;35-49;154;151;305;SEC_224
2014;134;50-64;131;113;244;SEC_134
2014;511;50-64;192;143;335;SEC_511
2014;238;16-17;9;11;20;SEC_238
2014;124;00-02;10;11;21;SEC_124
2014;104;75 i +;85;37;122;SEC_104
2014;213;65-74;58;42;100;SEC_213
2014;624;16-17;5;4;9;SEC_624
2014;502;75 i +;130;74;204;SEC_502
2014;414;25-34;148;134;282;SEC_414
2014;626;16-17;14;9;23;SEC_626
2014;526;16-17;18;16;34;SEC_526
2014;419;50-64;125;141;266;SEC_419
2014;623;25-34;58;69;127;SEC_623
2014;622;50-64;97;78;175;SEC_622
2014;426;25-34;90;90;180;SEC_426
2014;303;50-64;101;107;208;SEC_303
2014;427;75 i +;92;54;146;SEC_427
2014;201;25-34;169;145;314;SEC_201
2014;504;65-74;89;74;163;SEC_504
2014;426;75 i +;49;28;77;SEC_426
2014;523;03-11;43;48;91;SEC_523
2014;111;25-34;46;35;81;SEC_111
2014;315;65-74;65;69;134;SEC_315
2014;310;00-02;18;11;29;SEC_310
2014;531;00-02;11;14;25;SEC_531
2014;526;12-15;27;34;61;SEC_526
2014;440;65-74;88;64;152;SEC_440
2014;131;50-64;134;127;261;SEC_131
2014;301;65-74;143;113;256;SEC_301
2014;426;35-49;127;137;264;SEC_426
2014;231;35-49;165;180;345;SEC_231
2014;441;25-34;175;170;345;SEC_441
2014;247;16-17;10;10;20;SEC_247
2014;216;25-34;100;88;188;SEC_216
2014;627;12-15;16;12;28;SEC_627
2014;605;35-49;201;197;398;SEC_605
2014;242;00-02;15;15;30;SEC_242
2014;101;65-74;67;54;121;SEC_101
2014;437;50-64;143;111;254;SEC_437
2014;521;35-49;98;105;203;SEC_521
2014;214;00-02;31;31;62;SEC_214
2014;238;75 i +;57;41;98;SEC_238
2014;224;00-02;19;17;36;SEC_224
2014;432;50-64;136;115;251;SEC_432
2014;211;35-49;186;192;378;SEC_211
2014;309;18-24;35;33;68;SEC_309
2014;301;16-17;19;19;38;SEC_301
2014;401;00-02;12;19;31;SEC_401
2014;410;50-64;138;124;262;SEC_410
2014;211;12-15;27;29;56;SEC_211
2014;529;18-24;47;49;96;SEC_529
2014;135;12-15;27;21;48;SEC_135
2014;402;50-64;66;70;136;SEC_402
2014;135;00-02;19;16;35;SEC_135
